text_customer,text_apple
"@AppleSupport No, I haven’t... but I checked it on my MacBook (Mail app), still permanently deleted.","@123849 Okay. Send us a DM, and we'll continue to help out from there. https://t.co/GDrqU22YpT"
@AppleSupport iPhone 7+,"@123849 Since deleting the messages, have you checked to see if they appear in the trash on the iCloud website? https://t.co/MdGttkkFL9"
@AppleSupport I recently deleted some emails on my iCloud &amp; I expected it to be in the Trash... but upon checking it got permanently deleted,@123849 Hello. We are here to help. What type of device are you using?
RT If you are having issues with you iPhone not typing the letter ‘I’ correctly. @AppleSupport needs to see the impact of this BS 🤬😤,@123370 We’d like to get this issue resolved. Meet us in DM if you'd like to continue.
What’s the activity setting for #Zumba (or similar) on the #apple #watch ? @AppleSupport #series2 #queries @115858 #tellmequick,@123853 Great question! You can customize your Zumba workout. Check this out: https://t.co/ik0A8dg7Jt
"@AppleSupport So I thought Apple still doesn’t allow to use NFC for headphones or speakers, but only for NFC “tags”.",@123854 Thanks for reaching out. Send us a DM and we'll work together there. https://t.co/GDrqU22YpT
@AppleSupport Can’t an iPhone 8 connect to a Bluetooth device using NFC?,@123854 Great question. That should work fine.  Are you having any issues there?
@AppleSupport why is this still happening? https://t.co/xv7Qnl3qs1,@123855 We want to help. Join us in DM so we may look further into this. https://t.co/GDrqU22YpT
@AppleSupport Ok. Thanks,@123856 You're welcome. Enjoy your day!
@AppleSupport You too!,@123856 Thank you!
@AppleSupport @116333 @123857  Should I be concerned yet? My iPhone X left China and went to Hong Kong and hasn’t left yet I live in LA,@123856  Our Online Store team is best suited to help with your question. You can reach them here: https://t.co/8yjRd1Xo0i
"@AppleSupport hi, do you have a Tip, how to clean Nike+ Sport Loop Watch Bands?",@123858 Here's a great article to help guide you through cleaning your Apple Watch: https://t.co/VxlvpoL1kr
@AppleSupport Yes to the point where I cannot even reset my phone or use the home button. It completely freezes or stutters. And my phone is brand new.,@123859 Alright. What is the current iOS version installed in Settings &gt; General &gt; About? Have you updated all of your apps as well? https://t.co/GDrqU22YpT
"@AppleSupport  fix my phone, just bc y’all got a new phone out doesn’t mean everyone’s 7+ needs to freeze constantly and shit.",@123859 We want you to enjoy using your iPhone. Does the iPhone become unresponsive when using certain apps?
@AppleSupport sort your lives out mates my phones been fucked since your shitty update,"@123956 If you're running into issues with your iPhone, we'd like to help you out. Please send a DM with the exact issue(s) you're experiencing, along with the version of the iOS software you currently have installed. https://t.co/GDrqU22YpT"
@AppleSupport Ok sweet. And it isn’t going to mess it up that he’s going from mountain lion to Sierra?,"@123974 That is correct, it should not have any trouble."
My husband hasn’t updated his MacBook since like 2011...🙄 do you think I could update it and be safe? @AppleSupport,"@123974 As long as his Mac is compatible, it shouldn't be a problem. Be sure he has a backup. https://t.co/109nnHwfMC"
@AppleSupport 11.1,"@123976 Thank you. We’d love to help further. To start, please send us a DM letting us know which device you’re using. https://t.co/GDrqU22YpT"
"@AppleSupport Can’t be completed , I tried my other iPhone and my iPad it’s working perfectly",@123977 We'd like to take a further look at this with you. Please meet us in DM to continue. https://t.co/GDrqU22YpT
"@AppleSupport Hi there, my iPhone 6S plus can’t do backup for it, not by iCloud and iTunes , any way to fix it ,thanks https://t.co/XYyWJe7vn7",@123977 We'd love to help. What happens when you try back up via iTunes?
"@AppleSupport hey, I just tried download the Final Cut Pro X trial but it says it's incompatible with High Sierra. Can I not download then?",@123978 Hi there. We suggest reaching directly out to our Final Cut support team here: https://t.co/IBIY3vMgPj
@AppleSupport I just sent a dm about an accident on iTunes I need help removing the payment please.,"@123979 This article can help:https://t.co/Y0YoIRcZa7 If you run into issues, reach out to iTunes billing here: https://t.co/SDIe7UiyJN"
"@AppleSupport since the latest iOS update, my iphone6 is a lot choppier and slower. Anything I can do?",@123980 Let's see what's going on. How long ago did you update? Reply in DM to get started. https://t.co/GDrqU22YpT
@AppleSupport Apple music in control center doesn’t show the song name and i can’t change the song or anything.,"@123981 Got it, thanks. Let us know the exact iOS installed in a DM and we'll continue. https://t.co/GDrqU22YpT"
"@AppleSupport Freezing basically all of the time. Apps are messing up, if i turn on airplane mode and then turn it off i can’t get service without restart",@123981 Which iPhone and iOS 11 version are you using?
@AppleSupport iphone 7 and 11.0.3,@123981 Let's take a closer look. Send us a DM and we can start there. https://t.co/GDrqU22YpT
@AppleSupport Why did iOS 11 absolutely cripple my phone?,"@123981 We want you to be able to enjoy your iPhone. Give us some details on what you’re noticing, &amp; we’ll do all we can to help out."
@AppleSupport any possibility to do that without completely wiping the memory? Thanks! 2/2,@123982 We're so sorry for your loss. Let's continue chatting via DM so we can take a look at the best options. https://t.co/GDrqU2kzhr
"@AppleSupport hi, how long is the 20 months 0% interest for iPhone x offer on for?",@123983 We'll point you in the right direction. Get with our Apple Online Store Support for purchase questions: https://t.co/8yjRd1Xo0i
"@AppleSupport Too laggy and i think 11.1 more laggy for old iphone and worst when low battery, i very miss the all days on 10.","@123984 Send us a DM telling us which iPhone you have, and what happens after following these steps: https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT"
"@AppleSupport Do movies listed as DolbyVision in Tunes also support HDR10? Or is this random? Curiously, they are always listed as either or","@123986 Great question! If you see the HDR icon, this iTunes Store movie can play in HDR10. Check this out: https://t.co/SFdFHkEs3N"
@AppleSupport iPhone 6 and I gotta twist it to work,@123987 Got it. Meet up with us in DM so we can gather more details and look into next best support options. DM us your country. https://t.co/GDrqU22YpT
"@AppleSupport I’m starting to get frustrated with the iPhone lightening port, I’ve cleaned it , I’ve tried different wires",@123987 Let's get you back up &amp; running! Can you let us know which type of iPhone you're using &amp; what exactly is happening with that port?
@115858 @AppleSupport I️ need you to hurry up and fix this update cuz I️ can’t type the letter “eye” with out it looking crazy as hell 🙄😤,"@123988 We're here for you! Send us a DM with your current iOS version, and we'll get started there. https://t.co/GDrqU22YpT"
Okay I️ thought it was just my phone @AppleSupport fix this shit with the letter EYE 😭 https://t.co/tkqnKp6VNl,@123990 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT
Thanks @AppleSupport for locking me out of my phone.,@123991 We want to help out. Please DM us some more details about what's going on. https://t.co/GDrqU22YpT
"@AppleSupport my frnds iphn6 got hanged
Plz help",@123994 Let's start with a restart: https://t.co/iE95lxiuIy DM us if the issue continues. https://t.co/GDrqU22YpT
@123370 @AppleSupport I’m having the same issue has anyone helped?,@123995 We're happy to help. Which iOS version is installed? Let us know in DM and we'll go from there. https://t.co/GDrqU22YpT
@AppleSupport Thank you! iOS 11.1!,@124176 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
Why can we not type the letter “i” without it turning into a question mark? 🙃 @AppleSupport https://t.co/SKl6L9NhZS,@124176 Let's work together to sort this out. Which iOS version is this happening with?
@AppleSupport 11.0.3 and iTunes 12.7.,"@124178 We've recently released a new iOS update; 11.1. We'd advise to backup, then update the iOS software. https://t.co/ahjigcvFRG"
@AppleSupport That will fix it. But this bug was not present in 11.0.3.,"@124179 If this activity continues, please let us know by sending us a DM. https://t.co/GDrqU22YpT"
Top bar disappearing for anyone else in iOS 11.1? No time or signal being displayed. @AppleSupport @2202 https://t.co/vkpN1lii42,@124179 Let's try restarting by following this article and see if it helps: https://t.co/OWRDHWSt4h
